Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoalsAttempted,X3PointShotsAttempted,FreeThrowsAttempted,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,OppFieldGoalsAttempted,Opp3PointShotsAttempted,OppFreeThrowsAttempted,OppOffRebounds,OppTotalRebounds,OppAssists,OppSteals,OppBlocks,OppTurnovers,OppTotalFouls
DET,16,2016-11-23,Home,MIA,W,107,84,81,19,25,10,49,22,8,7,13,19,75,26,30,7,37,19,5,4,14,22
DET,17,2016-11-25,Home,LAC,W,108,97,90,19,7,9,42,26,7,0,10,22,73,21,26,6,33,26,4,5,14,16
DET,18,2016-11-26,Away,OKC,L,88,106,82,19,17,6,32,11,7,1,8,20,83,23,26,10,43,23,4,3,10,16
DET,19,2016-11-29,Away,CHO,W,112,89,92,28,11,9,44,21,7,4,11,19,78,27,21,5,40,21,7,5,13,16
DET,20,2016-11-30,Away,BOS,W,121,114,87,20,21,13,52,28,4,8,11,19,91,42,20,9,33,26,6,3,5,17
DET,21,2016-12-02,Away,ATL,W,121,85,89,29,12,11,54,28,4,3,15,15,88,24,20,6,32,22,6,2,7,12
DET,22,2016-12-04,Home,ORL,L,92,98,86,27,13,10,44,16,8,3,12,12,79,23,14,4,39,23,8,7,10,11
DET,23,2016-12-06,Home,CHI,W,102,91,88,21,21,9,44,24,10,5,9,23,75,15,32,9,45,15,6,7,14,20
DET,24,2016-12-07,Away,CHO,L,77,87,89,27,8,7,57,21,3,8,12,18,88,21,29,5,51,13,7,2,5,11
DET,25,2016-12-09,Away,MIN,W,117,90,84,29,23,11,42,23,6,1,7,23,78,16,20,7,37,19,4,2,12,16
DET,26,2016-12-11,Home,PHI,L,79,97,82,19,14,10,34,15,15,2,15,18,68,17,17,5,42,24,11,4,20,13
DET,27,2016-12-14,Away,DAL,W,95,85,71,17,22,10,50,18,4,2,19,19,78,25,16,6,30,19,13,3,11,22
DET,28,2016-12-16,Away,WAS,L,108,122,86,28,21,10,40,22,3,1,9,19,77,25,27,3,36,30,6,1,5,23
DET,29,2016-12-17,Home,IND,L,90,105,84,30,22,10,40,22,6,1,8,18,83,19,25,9,51,20,6,3,9,16
DET,30,2016-12-19,Away,CHI,L,82,113,83,23,13,10,32,19,8,3,11,8,82,16,7,9,46,34,9,5,13,13
DET,31,2016-12-21,Home,MEM,L,86,98,72,23,37,10,46,17,2,3,17,18,82,30,19,7,38,25,9,4,8,26
DET,32,2016-12-23,Home,GSW,L,113,119,85,29,28,5,36,22,12,3,13,22,77,27,24,4,41,35,9,2,22,21
DET,33,2016-12-26,Home,CLE,W,106,90,92,28,15,10,45,25,12,4,12,19,79,28,23,10,47,19,8,3,21,23
DET,34,2016-12-28,Home,MIL,L,94,119,88,24,16,11,44,28,4,1,10,12,84,22,16,3,38,36,8,5,7,14
DET,35,2016-12-30,Away,ATL,L,98,105,84,31,21,14,43,22,9,7,18,24,88,26,25,12,44,29,10,2,15,21
DET,36,2017-01-01,Away,MIA,W,107,98,86,22,22,10,48,16,7,5,12,18,77,26,18,3,34,25,6,4,10,22
DET,37,2017-01-03,Home,IND,L,116,121,97,29,12,16,42,31,5,5,10,19,74,16,30,6,34,26,7,7,11,8
DET,38,2017-01-05,Home,CHO,W,115,114,97,28,32,16,56,24,2,6,7,23,91,26,34,8,49,20,4,5,5,23
DET,39,2017-01-08,Away,POR,W,125,124,105,25,12,6,41,19,14,3,9,16,98,35,12,7,42,36,5,5,16,11
DET,40,2017-01-10,Away,SAC,L,94,100,82,27,16,8,35,14,12,9,12,24,73,23,29,12,45,21,6,3,16,17
DET,41,2017-01-12,Away,GSW,L,107,127,88,28,20,9,40,20,10,4,19,19,89,29,18,6,37,39,14,4,18,14
DET,42,2017-01-13,Away,UTA,L,77,110,76,17,16,3,35,15,5,4,13,16,80,31,13,7,47,22,10,6,12,14
DET,43,2017-01-15,Away,LAL,W,102,97,95,25,16,10,46,24,6,6,7,22,83,26,24,9,50,19,2,4,14,18
DET,44,2017-01-18,Home,ATL,W,118,95,91,25,28,18,60,27,6,0,12,29,78,25,37,8,32,22,1,4,12,21
DET,45,2017-01-21,Home,WAS,W,113,112,87,28,22,13,49,25,9,4,20,27,91,26,33,13,47,23,12,3,11,22
DET,46,2017-01-23,Home,SAC,L,104,109,82,28,17,6,38,27,8,1,15,21,82,21,26,10,43,25,10,3,14,15
DET,47,2017-01-28,Away,MIA,L,103,116,89,12,12,13,42,11,6,3,12,16,80,28,23,9,38,18,6,6,11,19
DET,48,2017-01-30,Away,BOS,L,109,113,97,27,29,12,51,18,6,7,7,23,82,32,33,6,44,23,6,5,9,18
DET,49,2017-02-01,Home,NOP,W,118,98,88,26,17,5,42,28,9,0,10,13,82,21,14,3,35,21,6,5,14,15
DET,50,2017-02-03,Home,MIN,W,116,108,98,26,22,18,49,24,7,4,10,14,89,17,19,11,40,25,5,6,13,19
DET,51,2017-02-04,Away,IND,L,84,105,75,17,20,8,43,18,2,6,21,13,91,24,15,7,41,22,11,4,6,17
DET,52,2017-02-06,Home,PHI,W,113,96,99,22,17,19,60,22,8,4,12,19,85,28,28,11,41,19,8,0,13,17
DET,53,2017-02-08,Home,LAL,W,121,102,97,16,24,14,52,32,11,6,14,14,86,23,26,7,41,21,7,3,21,21
DET,54,2017-02-10,Home,SAS,L,92,103,92,17,13,7,35,22,8,3,10,15,82,19,15,11,52,27,4,5,18,18
DET,55,2017-02-12,Away,TOR,W,102,101,84,31,29,11,41,12,8,5,7,18,75,16,25,6,38,18,4,5,9,18
DET,56,2017-02-13,Away,MIL,L,89,102,78,21,19,12,44,17,4,1,17,18,79,21,16,5,33,26,9,2,11,17
DET,57,2017-02-15,Home,DAL,W,98,91,82,19,22,9,55,15,2,4,15,16,92,37,11,5,39,22,10,2,6,21
DET,58,2017-02-23,Home,CHO,W,114,108,107,37,12,10,57,29,5,2,8,17,92,30,26,5,50,19,5,7,7,15
DET,59,2017-02-26,Home,BOS,L,98,104,81,33,35,11,45,22,8,4,17,24,85,35,30,9,52,22,9,1,14,26
DET,60,2017-02-28,Home,POR,W,120,113,104,25,31,16,48,23,13,2,7,19,84,25,22,8,50,25,5,5,24,25
DET,61,2017-03-01,Away,NOP,L,86,109,103,23,17,23,50,13,11,3,7,17,78,25,23,8,53,18,6,4,14,15
DET,62,2017-03-04,Away,PHI,W,136,106,95,23,21,10,44,26,11,10,7,9,88,34,7,6,36,30,5,2,19,18
DET,63,2017-03-06,Home,CHI,W,109,95,92,21,20,10,48,26,7,3,6,19,83,28,21,7,37,21,3,5,10,20
DET,64,2017-03-08,Away,IND,L,98,115,89,26,22,11,45,20,4,4,10,18,88,23,19,9,46,27,3,2,5,18
DET,65,2017-03-09,Home,CLE,W,106,101,88,26,19,11,45,22,6,1,7,15,84,39,19,8,42,24,4,1,9,17
DET,66,2017-03-11,Home,NYK,W,112,92,96,27,19,14,51,27,14,6,7,15,82,30,11,8,44,26,4,7,18,18
DET,67,2017-03-14,Away,CLE,L,96,128,99,19,19,16,45,20,6,1,8,19,77,30,23,3,41,29,4,3,9,18
DET,68,2017-03-15,Home,UTA,L,83,97,86,13,12,8,39,14,6,4,7,18,77,28,16,6,43,28,6,5,15,15
DET,69,2017-03-17,Home,TOR,L,75,87,83,20,21,12,49,14,5,5,12,17,78,27,20,8,53,19,5,2,12,21
DET,70,2017-03-19,Home,PHO,W,112,95,92,25,30,12,63,26,2,4,12,21,99,22,30,11,47,16,10,4,4,21
DET,71,2017-03-21,Away,BRK,L,96,98,92,23,16,10,51,17,8,8,6,17,88,29,19,11,46,22,1,6,10,13
DET,72,2017-03-22,Away,CHI,L,95,117,88,20,17,16,44,18,6,1,15,17,80,23,19,7,36,36,12,2,11,20
DET,73,2017-03-24,Away,ORL,L,87,115,96,22,20,12,50,21,3,3,8,17,91,26,13,6,47,36,4,6,10,17
DET,74,2017-03-27,Away,NYK,L,95,109,84,23,21,12,42,18,4,3,18,16,84,21,13,4,37,26,13,5,12,16
DET,75,2017-03-28,Home,MIA,L,96,97,85,27,21,16,51,20,7,5,12,23,79,21,28,11,44,18,5,4,12,18
DET,76,2017-03-30,Home,BRK,W,90,89,86,18,17,11,53,20,6,7,16,11,92,31,12,8,46,17,4,4,12,16
DET,77,2017-03-31,Away,MIL,L,105,108,97,30,16,13,54,25,8,4,12,27,84,36,34,9,48,25,6,3,12,18
DET,78,2017-04-05,Home,TOR,L,102,105,81,21,18,12,45,22,5,4,14,21,87,30,15,7,36,29,7,2,11,14
DET,79,2017-04-07,Away,HOU,W,114,109,108,26,16,18,55,27,5,1,6,17,87,51,28,9,49,25,3,6,11,15
DET,80,2017-04-09,Away,MEM,W,103,90,82,28,16,15,46,21,8,2,18,12,75,21,13,6,30,23,12,3,15,16
DET,81,2017-04-10,Home,WAS,L,101,105,94,26,5,6,36,22,9,2,10,18,83,19,16,9,48,27,8,5,17,13
DET,82,2017-04-12,Away,ORL,L,109,113,106,36,28,17,53,20,6,3,8,15,87,25,17,6,51,27,7,6,11,22
GSW,1,2016-10-25,Home,SAS,L,100,129,85,33,18,8,35,24,11,6,16,19,98,24,26,21,55,25,13,3,13,19
GSW,2,2016-10-28,Away,NOP,W,122,114,91,28,28,9,49,32,8,2,14,22,100,22,23,12,49,29,8,5,13,24
GSW,3,2016-10-30,Away,PHO,W,106,100,83,29,33,7,43,27,6,5,15,23,90,23,25,11,50,19,10,6,11,26
GSW,4,2016-11-01,Away,POR,W,127,104,89,26,23,7,45,36,14,4,16,19,86,39,21,6,32,23,12,4,18,17
GSW,5,2016-11-03,Home,OKC,W,122,96,89,30,20,15,46,27,9,14,15,18,87,27,28,13,41,20,8,6,16,20
GSW,6,2016-11-04,Away,LAL,L,97,117,86,32,20,9,40,26,13,3,20,13,95,30,21,16,51,26,9,5,16,19
GSW,7,2016-11-07,Home,NOP,W,116,106,90,35,12,10,38,35,14,4,15,17,80,21,27,11,43,26,8,1,19,16
GSW,8,2016-11-09,Home,DAL,W,116,95,74,33,22,5,39,33,3,5,15,22,86,28,28,13,42,20,10,2,7,20
GSW,9,2016-11-10,Away,DEN,W,125,101,85,30,20,9,44,33,15,6,15,18,94,36,17,17,44,26,7,3,18,18
GSW,10,2016-11-13,Home,PHO,W,133,120,87,33,31,8,43,32,8,7,16,20,90,24,26,8,38,27,10,3,13,29
GSW,11,2016-11-16,Away,TOR,W,127,121,87,36,28,7,35,33,9,7,12,25,82,25,41,13,46,16,8,1,14,22
GSW,12,2016-11-18,Away,BOS,W,104,88,90,28,12,9,50,33,10,7,11,20,83,32,19,7,43,19,6,3,13,12
GSW,13,2016-11-19,Away,MIL,W,124,121,95,38,32,18,45,30,8,5,12,25,89,20,25,10,41,27,7,1,13,23
GSW,14,2016-11-21,Away,IND,W,120,83,90,36,32,12,60,31,9,10,12,17,103,23,12,15,49,13,5,4,11,23
GSW,15,2016-11-23,Home,LAL,W,149,106,86,36,35,6,48,47,7,5,10,20,93,20,22,7,37,22,5,1,11,25
GSW,16,2016-11-25,Away,LAL,W,109,85,83,28,17,4,44,31,10,10,17,21,90,22,23,14,45,20,12,3,18,16
GSW,17,2016-11-26,Home,MIN,W,115,102,81,22,17,12,45,25,9,8,18,14,89,35,12,8,32,22,8,3,13,15
GSW,18,2016-11-28,Home,ATL,W,105,100,85,35,24,7,41,25,6,10,14,20,85,29,30,13,50,20,11,4,18,22
GSW,19,2016-12-01,Home,HOU,L,127,132,104,44,37,13,54,31,12,7,17,27,108,44,30,15,56,26,11,4,19,28
GSW,20,2016-12-03,Home,PHO,W,138,109,78,21,34,6,38,37,9,5,17,19,91,32,21,14,36,24,8,2,14,29
GSW,21,2016-12-05,Home,IND,W,142,106,104,37,26,16,54,45,12,13,11,22,85,15,35,9,40,20,10,5,14,21
GSW,22,2016-12-07,Away,LAC,W,115,98,89,31,29,12,46,32,11,5,10,24,92,26,24,17,47,15,3,2,13,24
GSW,23,2016-12-08,Away,UTA,W,106,99,80,29,23,9,47,26,10,4,16,23,89,38,21,12,46,20,8,2,15,22
GSW,24,2016-12-10,Away,MEM,L,89,110,77,27,20,10,42,15,6,8,23,23,87,26,29,11,47,23,10,5,10,19
GSW,25,2016-12-11,Away,MIN,W,116,108,83,32,30,6,37,30,9,4,8,24,81,24,36,16,51,17,3,2,14,21
GSW,26,2016-12-13,Away,NOP,W,113,109,95,34,19,9,45,30,6,5,12,12,82,35,21,6,45,26,12,11,17,18
GSW,27,2016-12-15,Home,NYK,W,103,90,96,32,8,15,57,41,7,10,17,17,93,21,19,14,49,19,10,5,11,10
GSW,28,2016-12-17,Home,POR,W,135,90,87,28,26,9,56,36,7,5,15,16,86,28,20,7,31,16,7,4,11,19
GSW,29,2016-12-20,Home,UTA,W,104,74,90,23,17,9,50,24,13,3,10,18,76,30,20,10,44,13,5,3,23,17
GSW,30,2016-12-22,Away,BRK,W,117,101,104,37,14,11,51,29,19,7,12,19,86,35,16,7,46,22,6,6,26,15
GSW,31,2016-12-23,Away,DET,W,119,113,77,27,24,4,41,35,9,2,22,21,85,29,28,5,36,22,12,3,13,22
GSW,32,2016-12-25,Away,CLE,L,108,109,77,30,29,5,42,25,8,4,19,24,95,35,32,18,44,20,14,2,12,19
GSW,33,2016-12-28,Home,TOR,W,121,111,81,23,18,9,51,33,4,9,20,16,103,35,22,19,45,24,13,6,7,18
GSW,34,2016-12-30,Home,DAL,W,108,99,84,33,15,4,43,31,5,4,13,12,93,32,15,11,40,22,11,7,10,12
GSW,35,2017-01-02,Home,DEN,W,127,119,95,25,21,12,43,33,7,2,13,14,101,35,18,16,48,33,10,2,14,21
GSW,36,2017-01-04,Home,POR,W,125,117,87,36,29,8,39,31,14,9,15,20,89,26,28,11,44,23,8,5,17,26
GSW,37,2017-01-06,Home,MEM,L,119,128,83,30,39,7,44,23,7,5,16,21,103,33,19,14,47,29,13,0,12,28
GSW,38,2017-01-08,Away,SAC,W,117,106,89,29,20,13,46,33,11,6,17,22,74,28,29,1,31,21,13,5,18,17
GSW,39,2017-01-10,Home,MIA,W,107,95,86,27,22,5,48,28,6,7,11,16,90,30,17,6,46,25,6,4,11,22
GSW,40,2017-01-12,Home,DET,W,127,107,89,29,18,6,37,39,14,4,18,14,88,28,20,9,40,20,10,4,19,19
GSW,41,2017-01-16,Home,CLE,W,126,91,91,34,24,11,58,37,10,11,16,22,88,34,27,7,35,11,7,4,15,21
GSW,42,2017-01-18,Home,OKC,W,121,100,85,21,27,11,46,35,11,8,18,16,90,28,19,13,36,23,11,6,18,22
GSW,43,2017-01-20,Away,HOU,W,125,108,89,38,21,8,41,30,8,7,14,18,96,35,18,13,41,26,8,3,14,17
GSW,44,2017-01-22,Away,ORL,W,118,98,89,42,19,13,52,27,8,4,18,15,96,28,16,12,41,25,9,7,12,21
GSW,45,2017-01-23,Away,MIA,L,102,105,88,30,20,7,43,27,9,4,14,20,86,30,27,11,45,20,9,4,13,19
GSW,46,2017-01-25,Away,CHO,W,113,103,82,28,27,5,41,23,7,14,12,19,92,23,21,12,43,26,6,6,14,18
GSW,47,2017-01-28,Home,LAC,W,144,98,92,34,16,9,48,35,9,7,11,17,82,28,22,8,32,24,7,2,14,18
GSW,48,2017-01-29,Away,POR,W,113,111,79,26,39,8,39,28,13,6,18,18,93,27,12,9,42,26,11,2,18,24
GSW,49,2017-02-01,Home,CHO,W,126,111,96,48,14,9,47,35,9,13,10,18,88,31,26,6,45,33,4,3,10,14
GSW,50,2017-02-02,Away,LAC,W,133,120,99,34,18,15,46,38,10,2,11,26,80,25,39,9,37,24,7,7,15,18
GSW,51,2017-02-04,Away,SAC,L,106,109,87,44,24,7,40,22,10,10,17,17,88,23,19,8,46,25,11,4,16,18
GSW,52,2017-02-08,Home,CHI,W,123,92,85,28,13,5,45,37,9,5,12,17,92,24,19,15,44,25,7,2,14,17
GSW,53,2017-02-10,Away,MEM,W,122,107,77,33,38,5,34,31,14,13,12,26,87,26,37,18,47,20,6,4,18,28
GSW,54,2017-02-11,Away,OKC,W,130,114,87,31,35,10,40,28,10,3,11,22,83,24,36,12,43,20,7,8,19,23
GSW,55,2017-02-13,Away,DEN,L,110,132,92,32,13,4,27,25,12,6,9,13,88,41,16,14,52,34,6,1,22,14
GSW,56,2017-02-15,Home,SAC,W,109,86,84,36,21,6,46,32,10,10,8,16,89,24,17,12,50,23,4,6,18,17
GSW,57,2017-02-23,Home,LAC,W,123,113,81,25,26,10,53,31,11,11,21,27,93,28,37,10,38,23,11,0,14,16
GSW,58,2017-02-25,Home,BRK,W,112,95,100,31,22,13,52,30,10,11,11,17,94,28,17,11,52,25,8,3,16,20
GSW,59,2017-02-27,Away,PHI,W,119,108,89,29,39,16,45,31,14,4,13,18,82,34,27,12,42,24,11,3,22,25
GSW,60,2017-02-28,Away,WAS,L,108,112,84,29,27,13,41,28,10,6,19,23,91,28,20,17,46,29,11,6,19,22
GSW,61,2017-03-02,Away,CHI,L,87,94,88,30,14,6,41,23,10,6,15,18,82,19,21,7,49,19,9,5,15,15
GSW,62,2017-03-05,Away,NYK,W,112,105,88,35,23,11,35,21,11,3,8,18,83,22,25,12,47,18,5,6,15,20
GSW,63,2017-03-06,Away,ATL,W,119,111,87,44,22,13,43,33,10,4,14,22,82,28,31,14,47,19,6,6,19,23
GSW,64,2017-03-08,Home,BOS,L,86,99,84,30,9,12,46,23,8,12,17,20,84,29,19,9,45,28,12,1,12,10
GSW,65,2017-03-10,Away,MIN,L,102,103,88,24,17,12,43,25,9,5,12,21,88,14,27,14,46,21,6,3,11,18
GSW,66,2017-03-11,Away,SAS,L,85,107,92,17,23,20,49,19,10,4,15,16,77,27,18,7,46,27,6,7,18,18
GSW,67,2017-03-14,Home,PHI,W,106,104,88,32,35,13,43,24,12,11,18,24,89,27,27,13,52,28,10,10,21,26
GSW,68,2017-03-16,Home,ORL,W,122,92,87,26,23,7,47,36,14,9,12,18,94,27,21,16,49,15,7,4,19,21
GSW,69,2017-03-18,Home,MIL,W,117,92,75,23,19,6,44,30,5,6,12,16,89,27,14,12,35,19,8,7,11,17
GSW,70,2017-03-20,Away,OKC,W,111,95,83,33,21,9,46,28,8,8,16,22,87,21,31,12,40,18,10,2,11,19
GSW,71,2017-03-21,Away,DAL,W,112,87,78,30,16,4,46,34,10,2,16,20,92,34,12,13,39,24,8,2,11,14
GSW,72,2017-03-24,Home,SAC,W,114,100,89,31,18,13,44,37,14,8,12,15,83,21,13,6,37,27,7,4,19,16
GSW,73,2017-03-26,Home,MEM,W,106,94,71,31,15,7,37,30,9,4,18,15,85,29,15,13,37,21,11,0,13,13
GSW,74,2017-03-28,Away,HOU,W,113,106,88,41,16,8,44,33,9,7,16,29,85,31,39,10,38,20,9,2,14,14
GSW,75,2017-03-29,Away,SAS,W,110,98,85,26,11,10,35,31,7,7,15,22,83,24,26,16,42,20,9,9,15,12
GSW,76,2017-03-31,Home,HOU,W,107,98,95,32,14,13,43,27,10,14,10,20,91,37,23,18,48,20,6,3,13,12
GSW,77,2017-04-02,Home,WAS,W,139,115,88,36,26,10,44,34,7,10,16,20,92,27,25,9,38,28,9,3,14,20
GSW,78,2017-04-04,Home,MIN,W,121,107,84,32,24,8,40,33,9,7,13,19,96,19,26,19,50,22,9,3,13,19
GSW,79,2017-04-05,Away,PHO,W,120,111,89,30,24,7,39,25,13,9,15,19,103,27,26,20,55,26,13,2,16,22
GSW,80,2017-04-08,Home,NOP,W,123,101,96,33,16,14,53,37,2,4,9,15,86,21,19,6,34,24,3,1,8,15
GSW,81,2017-04-10,Home,UTA,L,99,105,80,25,17,8,42,25,5,6,13,17,92,35,15,14,49,29,8,3,11,17
GSW,82,2017-04-12,Home,LAL,W,109,94,90,36,22,14,54,26,14,8,20,17,93,17,14,11,40,23,13,2,18,22
HOU,1,2016-10-26,Away,LAL,L,114,120,86,29,27,10,39,29,10,1,14,23,89,35,22,11,39,21,10,4,15,24
HOU,2,2016-10-28,Away,DAL,W,106,98,70,32,31,5,41,21,6,1,18,22,80,29,24,6,34,13,11,2,9,21
HOU,3,2016-10-30,Home,DAL,W,93,92,81,31,21,9,47,16,5,4,17,21,86,31,20,13,43,17,8,3,9,17
HOU,4,2016-11-01,Away,CLE,L,120,128,90,44,25,11,32,30,5,2,7,25,83,32,31,12,46,22,4,2,11,21
HOU,5,2016-11-02,Away,NYK,W,118,99,89,40,27,19,54,25,12,8,19,21,85,20,25,7,34,18,10,6,16,22
HOU,6,2016-11-05,Away,ATL,L,97,112,85,36,13,12,43,22,9,7,26,26,85,20,24,13,44,29,17,6,19,13
HOU,7,2016-11-07,Away,WAS,W,114,106,79,37,18,6,37,28,6,7,18,18,94,27,20,16,45,20,12,5,13,16
HOU,8,2016-11-09,Away,SAS,W,101,99,78,30,22,8,45,25,7,4,19,24,84,23,30,10,39,22,14,5,10,15
HOU,9,2016-11-12,Home,SAS,L,100,106,89,47,21,16,46,22,6,4,14,19,76,18,24,2,35,21,6,11,10,19
HOU,10,2016-11-14,Home,PHI,W,115,88,91,40,17,16,55,20,6,10,17,19,90,22,17,10,39,18,10,7,12,17
HOU,11,2016-11-16,Away,OKC,L,103,105,92,40,14,12,47,25,10,4,16,10,84,25,14,5,44,25,7,7,16,15
HOU,12,2016-11-17,Home,POR,W,126,109,95,32,25,17,54,26,6,6,13,17,90,28,21,10,41,24,6,4,12,19
HOU,13,2016-11-19,Home,UTA,W,111,102,94,32,20,10,39,28,8,3,4,16,76,27,17,5,43,22,3,5,12,17
HOU,14,2016-11-21,Away,DET,W,99,96,78,31,27,12,46,22,4,6,15,20,87,17,24,12,39,19,7,3,14,20
HOU,15,2016-11-23,Home,TOR,L,102,115,78,42,12,11,39,29,6,7,26,22,88,23,21,15,38,28,14,7,14,15
HOU,16,2016-11-25,Away,SAC,W,117,104,85,50,20,8,42,27,8,2,14,19,80,32,21,4,37,24,7,6,14,18
HOU,17,2016-11-27,Away,POR,W,130,114,82,36,28,7,36,26,7,8,11,23,83,33,29,8,35,24,7,2,14,24
HOU,18,2016-11-29,Away,UTA,L,101,120,91,30,22,15,38,14,5,6,7,20,74,28,27,5,40,23,4,5,8,20
HOU,19,2016-12-01,Away,GSW,W,132,127,108,44,30,15,56,26,11,4,19,28,104,44,37,13,54,31,12,7,17,27
HOU,20,2016-12-02,Away,DEN,W,128,110,88,37,25,10,41,25,11,7,11,14,104,31,16,24,54,22,5,4,16,20
HOU,21,2016-12-05,Home,BOS,W,107,106,76,38,31,7,46,20,8,7,16,14,99,32,12,10,42,27,7,4,11,20
HOU,22,2016-12-07,Home,LAL,W,134,95,94,36,21,15,52,35,20,2,20,22,87,20,27,14,39,14,13,4,27,22
HOU,23,2016-12-09,Away,OKC,W,102,99,92,42,30,16,52,26,9,1,15,24,81,28,31,9,46,18,9,5,17,19
HOU,24,2016-12-10,Home,DAL,W,109,87,74,37,22,10,48,31,4,1,15,16,79,34,14,6,32,18,7,3,9,18
HOU,25,2016-12-12,Home,BRK,W,122,118,91,43,36,11,39,23,10,5,14,25,80,20,36,6,41,21,9,4,19,27
HOU,26,2016-12-14,Home,SAC,W,132,98,85,42,16,8,47,40,8,5,16,11,92,32,11,12,40,27,8,7,15,16
HOU,27,2016-12-16,Home,NOP,W,122,100,94,61,19,13,57,27,7,4,14,18,98,27,20,13,47,17,4,6,11,16
HOU,28,2016-12-17,Away,MIN,W,111,109,96,51,20,10,47,25,14,4,16,22,92,21,27,13,55,29,9,6,21,21
HOU,29,2016-12-20,Home,SAS,L,100,102,92,38,27,20,51,22,10,5,16,17,77,23,25,10,43,21,13,5,19,17
HOU,30,2016-12-21,Away,PHO,W,125,111,86,38,26,9,37,30,4,8,11,22,93,25,20,14,44,20,7,6,8,23
HOU,31,2016-12-23,Away,MEM,L,109,115,89,52,15,10,40,27,5,3,13,22,81,25,25,9,38,23,8,3,10,16
HOU,32,2016-12-26,Home,PHO,W,131,115,92,43,30,10,47,28,11,4,20,22,101,30,27,16,53,17,14,6,17,25
HOU,33,2016-12-27,Away,DAL,W,123,107,78,32,28,10,47,23,7,5,16,22,87,38,25,12,38,22,6,5,9,18
HOU,34,2016-12-30,Home,LAC,W,140,116,81,40,43,9,45,29,12,5,13,17,96,33,16,11,38,22,8,4,15,25
HOU,35,2016-12-31,Home,NYK,W,129,122,92,55,29,10,46,30,3,2,13,20,105,32,25,13,48,21,7,3,7,20
HOU,36,2017-01-02,Home,WAS,W,101,91,86,39,21,7,41,25,9,9,13,12,87,26,12,7,45,23,9,2,17,21
HOU,37,2017-01-05,Home,OKC,W,118,116,86,39,30,9,43,27,6,3,9,20,91,30,27,16,54,15,6,9,9,21
HOU,38,2017-01-06,Away,ORL,W,100,93,86,49,12,12,45,26,12,1,15,15,91,23,13,19,49,18,8,2,15,14
HOU,39,2017-01-08,Away,TOR,W,129,122,89,38,31,10,39,27,9,6,15,22,78,25,30,4,39,19,7,3,17,25
HOU,40,2017-01-10,Home,CHO,W,121,114,82,39,33,6,44,25,8,5,10,17,92,43,9,5,43,30,3,4,11,21
HOU,41,2017-01-11,Away,MIN,L,105,119,87,42,22,7,32,23,7,4,15,23,81,23,25,9,49,31,8,9,17,19
HOU,42,2017-01-13,Home,MEM,L,105,110,82,41,36,10,31,19,9,2,12,20,76,27,27,8,45,25,8,3,22,29
HOU,43,2017-01-15,Away,BRK,W,137,112,92,44,32,13,52,30,9,3,13,21,93,44,19,9,38,29,9,5,16,25
HOU,44,2017-01-17,Away,MIA,L,103,109,90,39,28,11,49,21,8,3,17,16,90,29,24,11,52,21,11,1,15,24
HOU,45,2017-01-18,Home,MIL,W,111,92,95,44,15,13,46,25,9,12,10,17,93,28,14,15,50,26,8,8,18,14
HOU,46,2017-01-20,Home,GSW,L,108,125,96,35,18,13,41,26,8,3,14,17,89,38,21,8,41,30,8,7,14,18
HOU,47,2017-01-21,Away,MEM,W,119,95,80,42,25,6,46,27,11,6,12,25,89,34,28,14,41,19,10,4,12,17
HOU,48,2017-01-23,Away,MIL,L,114,127,77,35,28,5,28,26,11,4,21,22,80,23,27,7,37,31,17,6,19,20
HOU,49,2017-01-25,Away,BOS,L,109,120,77,31,38,6,30,28,8,5,17,18,91,32,16,12,48,33,10,3,18,27
HOU,50,2017-01-27,Away,PHI,W,123,118,81,31,28,6,41,25,10,4,23,29,78,25,32,3,29,29,14,6,22,25
HOU,51,2017-01-29,Away,IND,L,101,120,83,39,25,11,41,21,7,6,15,24,87,21,26,7,42,28,9,7,10,21
HOU,52,2017-01-31,Home,SAC,W,105,83,85,45,22,11,60,28,4,4,14,24,86,29,26,10,45,22,9,7,11,17
HOU,53,2017-02-02,Home,ATL,L,108,113,93,51,33,7,37,19,11,4,9,20,85,30,23,8,56,26,8,5,20,20
HOU,54,2017-02-03,Home,CHI,W,121,117,98,43,25,8,48,24,7,3,11,23,100,25,18,14,53,30,7,7,14,23
HOU,55,2017-02-07,Home,ORL,W,128,104,89,38,36,10,42,31,9,2,10,15,88,25,20,10,47,28,7,4,16,23
HOU,56,2017-02-09,Away,CHO,W,107,95,87,40,20,9,42,22,13,5,17,19,85,26,14,10,47,26,8,5,21,17
HOU,57,2017-02-11,Home,PHO,W,133,102,85,36,39,16,55,27,8,4,21,23,94,22,26,12,42,20,8,4,19,28
HOU,58,2017-02-15,Home,MIA,L,109,117,87,40,31,15,41,22,6,1,8,23,84,35,24,12,46,27,3,7,11,20
HOU,59,2017-02-23,Away,NOP,W,129,99,91,51,24,12,48,28,12,5,16,25,86,31,26,11,44,24,10,8,20,21
HOU,60,2017-02-25,Home,MIN,W,142,130,94,58,42,13,32,32,15,6,13,21,94,26,28,21,58,28,10,2,23,26
HOU,61,2017-02-27,Home,IND,L,108,117,88,45,42,12,39,22,8,5,10,22,91,30,25,13,55,29,7,5,15,26
